  -5.40,   1.56,  -6.96,
  -6.90,   0.06,  -6.96,
  -4.30,   2.66,  -6.96,
 -11.80,  -4.84,  -6.96,
 -10.10,  -3.14,  -6.96,
  -5.80,   1.16,  -6.96,
  -3.60,   3.36,  -6.96,
  -9.00,  -2.04,  -6.96,
 -10.30,  -3.34,  -6.96,
  -8.30,  -1.34,  -6.96,
  -7.80,  -0.84,  -6.96,
 -10.10,  -3.14,  -6.96,
 -10.70,  -3.74,  -6.96,
 -10.00,  -3.04,  -6.96,
  -7.50,  -0.54,  -6.96,
  -6.40,   0.56,  -6.96,
  -4.80,   2.16,  -6.96,
  -9.60,  -2.64,  -6.96,
  -5.00,   1.96,  -6.96,
  -3.20,   3.76,  -6.96,
  -7.10,  -0.14,  -6.96,
  -5.90,   1.06,  -6.96,
  -4.70,   2.26,  -6.96,
  -4.80,   2.16,  -6.96,
  -6.70,   0.26,  -6.96,
  -8.60,  -1.64,  -6.96,
  -6.80,   0.16,  -6.96,
  -8.10,  -1.14,  -6.96,
  -8.40,  -1.44,  -6.96,
  -3.80,   3.16,  -6.96,
  -9.70,  -2.74,  -6.96,
  -9.80,  -2.84,  -6.96,
  -4.80,   2.16,  -6.96,
  -5.10,   1.86,  -6.96,
  -1.20,   5.76,  -6.96,
  -5.40,   1.56,  -6.96,
  -6.50,   0.46,  -6.96,
  -7.60,  -0.64,  -6.96,
  -9.50,  -2.54,  -6.96,
  -5.50,   1.46,  -6.96,
 -10.30,  -3.34,  -6.96,
  -4.10,   2.86,  -6.96,
  -4.30,   2.66,  -6.96,
 -10.60,  -3.64,  -6.96,
  -4.70,   2.26,  -6.96,
  -9.50,  -2.54,  -6.96,
  -3.00,   3.96,  -6.96,
  -0.60,   6.36,  -6.96,
 -13.20,  -6.24,  -6.96,
