   4.90,  -0.96,   5.86,
   4.40,  -1.46,   5.86,
   5.50,  -0.36,   5.86,
   4.50,  -1.36,   5.86,
   7.10,   1.24,   5.86,
   5.80,  -0.06,   5.86,
   5.10,  -0.76,   5.86,
   5.90,   0.04,   5.86,
   4.30,  -1.56,   5.86,
   6.50,   0.64,   5.86,
   6.00,   0.14,   5.86,
   4.60,  -1.26,   5.86,
   5.00,  -0.86,   5.86,
   6.50,   0.64,   5.86,
   2.70,  -3.16,   5.86,
   5.80,  -0.06,   5.86,
   8.30,   2.44,   5.86,
   6.50,   0.64,   5.86,
   2.90,  -2.96,   5.86,
   6.20,   0.34,   5.86,
   2.90,  -2.96,   5.86,
   7.60,   1.74,   5.86,
   4.30,  -1.56,   5.86,
   3.70,  -2.16,   5.86,
   7.70,   1.84,   5.86,
   5.90,   0.04,   5.86,
   5.00,  -0.86,   5.86,
   5.80,  -0.06,   5.86,
   5.50,  -0.36,   5.86,
   8.00,   2.14,   5.86,
   7.50,   1.64,   5.86,
   5.70,  -0.16,   5.86,
   6.30,   0.44,   5.86,
   7.00,   1.14,   5.86,
   6.90,   1.04,   5.86,
   7.40,   1.54,   5.86,
   6.00,   0.14,   5.86,
   3.10,  -2.76,   5.86,
   6.90,   1.04,   5.86,
   4.50,  -1.36,   5.86,
   4.10,  -1.76,   5.86,
   5.60,  -0.26,   5.86,
   7.70,   1.84,   5.86,
   9.60,   3.74,   5.86,
   7.70,   1.84,   5.86,
   5.60,  -0.26,   5.86,
   6.00,   0.14,   5.86,
   6.80,   0.94,   5.86,
   8.00,   2.14,   5.86,
