   0.20,  -1.03,   1.23,
   1.40,   0.17,   1.23,
   0.40,  -0.83,   1.23,
   0.20,  -1.03,   1.23,
   1.50,   0.27,   1.23,
   1.90,   0.67,   1.23,
  -3.80,  -5.03,   1.23,
   3.20,   1.97,   1.23,
  -1.00,  -2.23,   1.23,
   0.20,  -1.03,   1.23,
  -1.20,  -2.43,   1.23,
   0.50,  -0.73,   1.23,
   1.40,   0.17,   1.23,
  -0.50,  -1.73,   1.23,
  -2.10,  -3.33,   1.23,
   0.70,  -0.53,   1.23,
  -0.30,  -1.53,   1.23,
   2.10,   0.87,   1.23,
   0.80,  -0.43,   1.23,
  -1.90,  -3.13,   1.23,
  -1.20,  -2.43,   1.23,
   2.90,   1.67,   1.23,
   2.40,   1.17,   1.23,
  -0.40,  -1.63,   1.23,
   3.20,   1.97,   1.23,
   0.20,  -1.03,   1.23,
   1.00,  -0.23,   1.23,
   2.20,   0.97,   1.23,
   2.00,   0.77,   1.23,
   1.10,  -0.13,   1.23,
   2.60,   1.37,   1.23,
   3.40,   2.17,   1.23,
   2.30,   1.07,   1.23,
   5.00,   3.77,   1.23,
   2.30,   1.07,   1.23,
  -1.90,  -3.13,   1.23,
   1.70,   0.47,   1.23,
   1.90,   0.67,   1.23,
   3.20,   1.97,   1.23,
   3.10,   1.87,   1.23,
  -0.60,  -1.83,   1.23,
   2.70,   1.47,   1.23,
   1.10,  -0.13,   1.23,
   1.10,  -0.13,   1.23,
   1.20,  -0.03,   1.23,
   4.20,   2.97,   1.23,
   3.10,   1.87,   1.23,
   3.50,   2.27,   1.23,
   3.40,   2.17,   1.23,
